country,year,total_population,urban_pop_ratio,forest_area_ratio,gdp_growth_rate,gdp_growth_usd,co2_emission_kt,agri_land_ratio,methane_emission_kt,livestock_prod_ind,food_prod_ind,name,region,adminregion,incomeLevel,lendingType,capitalCity,longitude,latitude,num_of_weather_station,land_area_sq_km,country.1,year.1,HWF,HWD,HWN,HWA,HWM,temp_mean,temp_median,is_hw_happend
AW,2010,101665.0,43.059,2.33333333333333,-2.73259596616786,2453631284.9162,,11.1111111111111,,,,Aruba,Latin America & Caribbean ,,High income,Not classified,Oranjestad,-70.0167,12.5167,1,180.0,AW,2010,,,,,,29.110526315789475,29.3,False
AW,2011,102050.0,42.94,2.33333333333333,3.36677814938685,2637988826.81564,,11.1111111111111,,,,Aruba,Latin America & Caribbean ,,High income,Not classified,Oranjestad,-70.0167,12.5167,1,180.0,AW,2011,,,,,,28.492814371257484,28.7,False
AW,2012,102565.0,42.957,2.33333333333333,-1.03537532355479,2615083798.88268,,11.1111111111111,,,,Aruba,Latin America & Caribbean ,,High income,Not classified,Oranjestad,-70.0167,12.5167,1,180.0,AW,2012,,,,,,28.41980198019802,28.7,False
AW,2013,103165.0,42.99,2.33333333333333,6.42981691368789,2727932960.89385,,11.1111111111111,,,,Aruba,Latin America & Caribbean ,,High income,Not classified,Oranjestad,-70.0167,12.5167,1,180.0,AW,2013,,,,,,28.785024154589372,28.7,False
AW,2014,103776.0,43.041,2.33333333333333,-0.0204792135982075,2791061452.51397,,11.1111111111111,,,,Aruba,Latin America & Caribbean ,,High income,Not classified,Oranjestad,-70.0167,12.5167,1,180.0,AW,2014,3.0,3.0,1.0,34.0,33.35,28.410999999999998,28.5,True
AW,2015,104339.0,43.108,2.33333333333333,3.54362965997541,2963128491.62011,,11.1111111111111,,,,Aruba,Latin America & Caribbean ,,High income,Not classified,Oranjestad,-70.0167,12.5167,1,180.0,AW,2015,,,,,,28.63504672897196,28.6,False
AW,2016,104865.0,43.192,2.33333333333333,2.11671612265083,2983798882.68156,,11.1111111111111,,,,Aruba,Latin America & Caribbean ,,High income,Not classified,Oranjestad,-70.0167,12.5167,1,180.0,AW,2016,,,,,,28.90239234449761,29.3,False
AW,2017,105361.0,43.293,2.33333333333333,5.48237117396357,3092178770.94972,,11.1111111111111,,,,Aruba,Latin America & Caribbean ,,High income,Not classified,Oranjestad,-70.0167,12.5167,1,180.0,AW,2017,,,,,,28.68935185185185,28.95,False
AW,2018,105846.0,43.411,2.33333333333333,1.26721763085401,3202234636.87151,,11.1111111111111,,,,Aruba,Latin America & Caribbean ,,High income,Not classified,Oranjestad,-70.0167,12.5167,1,180.0,AW,2018,3.0,3.0,1.0,33.0,32.55,28.19079365079365,28.3,True
AW,2019,106310.0,43.546,2.33333333333333,-2.08560029017048,3310055865.92179,,11.1111111111111,,,,Aruba,Latin America & Caribbean ,,High income,Not classified,Oranjestad,-70.0167,12.5167,1,180.0,AW,2019,4.0,4.0,1.0,33.7,33.120000000000005,28.374925373134328,28.6,True
AF,1980,13356500.0,15.995,,,3641723321.99546,,58.3367830366588,,67.55,61.28,Afghanistan,South Asia,South Asia,Low income,IDA,Kabul,69.1761,34.5228,42,652230.0,AF,1980,,,,,,11.855132058287797,11.566666666666666,False
AF,1981,13171679.0,16.562,,,3478787909.09091,,58.3429158425709,,69.64,61.13,Afghanistan,South Asia,South Asia,Low income,IDA,Kabul,69.1761,34.5228,42,652230.0,AF,1981,,,,,,10.154223744292237,9.0,False
AF,1982,12882518.0,17.147,,,,,58.3444490440489,,70.13,60.56,Afghanistan,South Asia,South Asia,Low income,IDA,Kabul,69.1761,34.5228,42,652230.0,AF,1982,,,,,,11.932356164383563,11.166666666666666,False
AF,1983,12537732.0,17.747,,,,,58.3444490440489,,68.36,58.99,Afghanistan,South Asia,South Asia,Low income,IDA,Kabul,69.1761,34.5228,42,652230.0,AF,1983,,,,,,11.705511415525113,10.425,False
AF,1984,12204306.0,18.365,,,,,58.3444490440489,,64.58,56.58,Afghanistan,South Asia,South Asia,Low income,IDA,Kabul,69.1761,34.5228,42,652230.0,AF,1984,,,,,,11.597299635701274,9.8875,False
AF,1985,11938204.0,18.997,,,,,58.3444490440489,,57.97,52.78,Afghanistan,South Asia,South Asia,Low income,IDA,Kabul,69.1761,34.5228,42,652230.0,AF,1985,,,,,,11.527698630136985,9.0,False
AF,1986,11736177.0,19.647,,,,,58.3444490440489,,49.67,48.32,Afghanistan,South Asia,South Asia,Low income,IDA,Kabul,69.1761,34.5228,42,652230.0,AF,1986,,,,,,8.097223744292238,9.0,False
AF,1987,11604538.0,20.314,,,,,58.3306502307468,,52.96,50.05,Afghanistan,South Asia,South Asia,Low income,IDA,Kabul,69.1761,34.5228,42,652230.0,AF,1987,,,,,,10.613362831858407,9.0,False
AF,1988,11618008.0,20.998,,,,,58.3229842233568,,55.53,49.47,Afghanistan,South Asia,South Asia,Low income,IDA,Kabul,69.1761,34.5228,42,652230.0,AF,1988,,,,,,9.881302367941712,9.0,False
AF,1989,11868873.0,21.088,,,,,58.3229842233568,,57.84,49.24,Afghanistan,South Asia,South Asia,Low income,IDA,Kabul,69.1761,34.5228,42,652230.0,AF,1989,,,,,,8.912054794520548,9.0,False
AF,1990,12412311.0,21.177,1.85278199408184,,,2380.0,58.3229842233568,6739.99977111816,67.1,53.02,Afghanistan,South Asia,South Asia,Low income,IDA,Kabul,69.1761,34.5228,42,652230.0,AF,1990,,,,,,8.206287671232877,9.0,False
AF,1991,13299016.0,21.266,1.85278199408184,,,2230.0,58.3076522085767,7019.99998092651,68.54,60.86,Afghanistan,South Asia,South Asia,Low income,IDA,Kabul,69.1761,34.5228,42,652230.0,AF,1991,,,,,,8.137457912457913,9.0,False
AF,1992,14485543.0,21.355,1.85278199408184,,,1390.0,58.3076522085767,7130.00011444092,68.14,58.98,Afghanistan,South Asia,South Asia,Low income,IDA,Kabul,69.1761,34.5228,42,652230.0,AF,1992,,,,,,-1.2000000000000002,-2.85,False
AF,1993,15816601.0,21.444,1.85278199408184,,,1340.0,58.1604648666881,7210.00003814697,72.09,62.26,Afghanistan,South Asia,South Asia,Low income,IDA,Kabul,69.1761,34.5228,42,652230.0,AF,1993,,,,,,,,False
AF,1994,17075728.0,21.534,1.85278199408184,,,1290.0,57.9749474878494,7469.99979019165,79.06,65.83,Afghanistan,South Asia,South Asia,Low income,IDA,Kabul,69.1761,34.5228,42,652230.0,AF,1994,,,,,,,,False
AF,1995,18110662.0,21.624,1.85278199408184,,,1240.0,57.882955399169,7829.99992370605,85.06,68.75,Afghanistan,South Asia,South Asia,Low income,IDA,Kabul,69.1761,34.5228,42,652230.0,AF,1995,,,,,,,,False
AF,1996,18853444.0,21.714,1.85278199408184,,,1180.0,57.881422197691,8670.00007629395,93.67,72.36,Afghanistan,South Asia,South Asia,Low income,IDA,Kabul,69.1761,34.5228,42,652230.0,AF,1996,,,,,,,,False
AF,1997,19357126.0,21.805,1.85278199408184,,,1100.0,57.9396838538552,9399.99961853027,102.45,77.46,Afghanistan,South Asia,South Asia,Low income,IDA,Kabul,69.1761,34.5228,42,652230.0,AF,1997,,,,,,,,False
AF,1998,19737770.0,21.895,1.85278199408184,,,1040.0,58.0577403676617,9960.00003814697,109.93,81.7,Afghanistan,South Asia,South Asia,Low income,IDA,Kabul,69.1761,34.5228,42,652230.0,AF,1998,,,,,,,,False
AF,1999,20170847.0,21.986,1.85278199408184,,,810.0,57.882955399169,10779.9997329712,115.17,80.77,Afghanistan,South Asia,South Asia,Low income,IDA,Kabul,69.1761,34.5228,42,652230.0,AF,1999,,,,,,,,False
AF,2000,20779957.0,22.078,1.85278199408184,,,760.0,57.882955399169,9560.0004196167,98.12,68.7,Afghanistan,South Asia,South Asia,Low income,IDA,Kabul,69.1761,34.5228,42,652230.0,AF,2000,,,,,,,,False
AF,2001,21606992.0,22.169,1.85278199408184,,,730.0,57.882955399169,8350.00038146973,78.92,62.42,Afghanistan,South Asia,South Asia,Low income,IDA,Kabul,69.1761,34.5228,42,652230.0,AF,2001,,,,,,,,False
AF,2002,22600774.0,22.261,1.85278199408184,,4055179566.34981,1029.99997138977,57.882955399169,10199.9998092651,95.12,75.74,Afghanistan,South Asia,South Asia,Low income,IDA,Kabul,69.1761,34.5228,42,652230.0,AF,2002,,,,,,17.205445544554454,18.3,False
AF,2003,23680871.0,22.353,1.85278199408184,8.83227781263571,4515558808.10994,1220.00002861023,58.123668031216,10510.0002288818,90.48,77.83,Afghanistan,South Asia,South Asia,Low income,IDA,Kabul,69.1761,34.5228,42,652230.0,AF,2003,5.0,5.0,1.0,39.3,37.48333333333333,14.415702479338842,14.4,True
AF,2004,24726689.0,22.5,1.85278199408184,1.41411798058979,5226778808.89209,1029.99997138977,58.125201232694,10500.0,97.17,75.77,Afghanistan,South Asia,South Asia,Low income,IDA,Kabul,69.1761,34.5228,42,652230.0,AF,2004,,,,,,15.460109289617485,15.6,False
AF,2005,25654274.0,22.703,1.85278199408184,11.2297148236429,6209137624.77181,1549.99995231628,58.123668031216,10729.9995422363,95.56,84.68,Afghanistan,South Asia,South Asia,Low income,IDA,Kabul,69.1761,34.5228,42,652230.0,AF,2005,,,,,,17.315936073059362,18.25,False
AF,2006,26433058.0,22.907,1.85278199408184,5.35740325126351,6971285594.68013,1759.99999046326,58.123668031216,11180.0003051758,84.74,78.42,Afghanistan,South Asia,South Asia,Low income,IDA,Kabul,69.1761,34.5228,42,652230.0,AF,2006,3.0,3.0,1.0,44.0,44.0,18.631059360730596,19.95,True
AF,2007,27100542.0,23.113,1.85278199408184,13.8263195479763,9747879531.86311,1769.99998092651,58.123668031216,11609.9996566772,86.6,85.87,Afghanistan,South Asia,South Asia,Low income,IDA,Kabul,69.1761,34.5228,42,652230.0,AF,2007,,,,,,17.614498151772125,18.0,False
AF,2008,27722281.0,23.32,1.85278199408184,3.92498382161573,10109305182.952,3559.99994277954,58.123668031216,12899.9996185303,91.41,80.73,Afghanistan,South Asia,South Asia,Low income,IDA,Kabul,69.1761,34.5228,42,652230.0,AF,2008,,,,,,17.32566107010779,19.42625,False
AF,2009,28394806.0,23.528,1.85278199408184,21.3905283931066,12416161048.8412,4880.00011444092,58.123668031216,13390.0003433228,94.15,93.57,Afghanistan,South Asia,South Asia,Low income,IDA,Kabul,69.1761,34.5228,42,652230.0,AF,2009,,,,,,17.19584340469272,17.085714285714285,False
AF,2010,29185511.0,23.737,1.85278199408184,14.3624414692681,15856678596.148,7110.0001335144,58.125201232694,15199.9998092651,98.06,93.0,Afghanistan,South Asia,South Asia,Low income,IDA,Kabul,69.1761,34.5228,42,652230.0,AF,2010,4.0,4.0,1.0,46.0,44.2,18.208905809563344,20.250000000000004,True
AF,2011,30117411.0,23.948,1.85278199408184,0.426354784529209,17805113118.8938,8930.00030517578,58.123668031216,15500.0,100.52,88.65,Afghanistan,South Asia,South Asia,Low income,IDA,Kabul,69.1761,34.5228,42,652230.0,AF,2011,,,,,,17.9574795721782,18.58888888888889,False
AF,2012,31161378.0,24.16,1.85278199408184,12.752287088717,19907317065.6666,8079.99992370605,58.123668031216,15630.0001144409,101.31,97.21,Afghanistan,South Asia,South Asia,Low income,IDA,Kabul,69.1761,34.5228,42,652230.0,AF,2012,4.0,4.0,1.0,47.0,44.6,17.001004640471855,18.827272727272724,True
AF,2013,32269592.0,24.373,1.85278199408184,5.60074465808154,20146404996.223,5989.99977111816,58.123668031216,15819.9996948242,96.36,94.29,Afghanistan,South Asia,South Asia,Low income,IDA,Kabul,69.1761,34.5228,42,652230.0,AF,2013,,,,,,18.337775214131376,18.13636363636364,False
AF,2014,33370804.0,24.587,1.85278199408184,2.72454336394854,20497126770.1335,4880.00011444092,58.123668031216,16299.9992370605,104.27,101.67,Afghanistan,South Asia,South Asia,Low income,IDA,Kabul,69.1761,34.5228,42,652230.0,AF,2014,5.0,5.0,1.0,45.0,43.16666666666666,17.4396457925636,18.26,True
AF,2015,34413603.0,24.803,1.85278199408184,1.45131466009755,19134211763.859,5949.99980926514,58.123668031216,15960.000038147,96.67,95.99,Afghanistan,South Asia,South Asia,Low income,IDA,Kabul,69.1761,34.5228,42,652230.0,AF,2015,,,,,,17.988173515981735,19.76666666666667,False
AF,2016,35383028.0,25.02,1.85278199408184,2.26031420130452,18116562464.9088,5300.00019073486,58.123668031216,15829.9999237061,99.05,102.34,Afghanistan,South Asia,South Asia,Low income,IDA,Kabul,69.1761,34.5228,42,652230.0,AF,2016,,,,,,18.83092440801457,18.325000000000003,False
AF,2017,36296111.0,25.25,1.85278199408184,2.64700320195786,18753469630.2586,4780.00020980835,58.123668031216,15609.9996566772,100.09,100.54,Afghanistan,South Asia,South Asia,Low income,IDA,Kabul,69.1761,34.5228,42,652230.0,AF,2017,5.0,5.0,1.0,46.2,43.11666666666667,19.591420091324203,20.4,True
AF,2018,37171922.0,25.495,1.85278199408184,1.18922812838034,18053228578.8878,6070.00017166138,58.2769881790166,15909.9998474121,102.32,97.45,Afghanistan,South Asia,South Asia,Low income,IDA,Kabul,69.1761,34.5228,42,652230.0,AF,2018,3.0,3.0,1.0,44.0,42.75,18.67492661448141,19.6,True
AF,2019,38041757.0,25.754,1.85278199408184,3.911603419423,18799450742.7823,6079.99992370605,58.2769881790166,16370.0008392334,93.25,110.15,Afghanistan,South Asia,South Asia,Low income,IDA,Kabul,69.1761,34.5228,42,652230.0,AF,2019,,,,,,18.32894219379294,18.957142857142856,False
AO,1980,8341290.0,24.298,,,5930503400.96263,,36.4219298949226,,39.06,18.19,Angola,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IBRD,Luanda,13.242,-8.81155,23,1246700.0,AO,1980,,,,,,25.0,26.5,False
AO,1981,8640478.0,25.437,,-4.40000121865044,5550483035.96497,,36.4219298949226,,39.9,17.82,Angola,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IBRD,Luanda,13.242,-8.81155,23,1246700.0,AO,1981,,,,,,22.160897435897432,22.3,False
AO,1982,8952971.0,26.612,,0.0,5550483035.96497,,36.4219298949226,,41.58,18.1,Angola,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IBRD,Luanda,13.242,-8.81155,23,1246700.0,AO,1982,,,,,,22.23095238095238,20.8,False
AO,1983,9278104.0,27.821,,4.20000142853745,5784341596.36339,,36.4219298949226,,42.22,18.4,Angola,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IBRD,Luanda,13.242,-8.81155,23,1246700.0,AO,1983,,,,,,26.7,26.7,False
AO,1984,9614756.0,29.065,,6.00000216509061,6131475065.17815,,36.4219298949226,,42.9,18.66,Angola,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IBRD,Luanda,13.242,-8.81155,23,1246700.0,AO,1984,,,,,,,,False
AO,1985,9961993.0,30.338,,3.49999949008624,7553560459.2246,,36.4219298949226,,43.98,18.98,Angola,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IBRD,Luanda,13.242,-8.81155,23,1246700.0,AO,1985,,,,,,23.509999999999998,23.4,False
AO,1986,10320116.0,31.643,,2.90000174246859,7072063345.58823,,36.4219298949226,,45.34,19.68,Angola,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IBRD,Luanda,13.242,-8.81155,23,1246700.0,AO,1986,,,,,,29.3,29.3,False
AO,1987,10689247.0,32.978,,4.08274863510718,8083872012.36631,,36.4219298949226,,45.35,19.92,Angola,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IBRD,Luanda,13.242,-8.81155,23,1246700.0,AO,1987,,,,,,,,False
AO,1988,11068051.0,34.343,,6.12889047765088,8769250549.79947,,36.4219298949226,,45.64,19.83,Angola,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IBRD,Luanda,13.242,-8.81155,23,1246700.0,AO,1988,,,,,,,,False
AO,1989,11454784.0,35.731,,0.0416214618374653,10201099039.4385,,36.4219298949226,,46.04,19.83,Angola,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IBRD,Luanda,13.242,-8.81155,23,1246700.0,AO,1989,,,,,,,,False
AO,1990,11848385.0,37.144,63.5780701050774,-3.45009868500253,11228764963.2353,6560.0,36.4219298949226,21219.9993133545,47.33,19.92,Angola,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IBRD,Luanda,13.242,-8.81155,23,1246700.0,AO,1990,,,,,,,,False
AO,1991,12248901.0,38.58,63.4534073955242,0.991359302044742,10603784541.197,6670.0,36.5465926044758,21489.9997711182,47.74,20.82,Angola,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IBRD,Luanda,13.242,-8.81155,23,1246700.0,AO,1991,,,,,,28.391666666666666,27.65,False
AO,1992,12657361.0,40.039,63.328744685971,-5.83828073313141,8307810973.58848,6880.0,36.671255314029,21950.0007629395,50.87,22.27,Angola,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IBRD,Luanda,13.242,-8.81155,23,1246700.0,AO,1992,,,,,,,,False
AO,1993,13075044.0,41.511,63.2040819764177,-23.9834174420578,5768720421.61367,9270.0,36.7959180235823,22579.9999237061,51.93,22.1,Angola,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IBRD,Luanda,13.242,-8.81155,23,1246700.0,AO,1993,,,,,,,,False
AO,1994,13503753.0,43.0,63.0794192668645,1.33936343647991,4438321017.39068,11300.0,36.9205807331355,23479.9995422363,51.04,24.88,Angola,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IBRD,Luanda,13.242,-8.81155,23,1246700.0,AO,1994,,,,,,22.29,23.3,False
AO,1995,13945205.0,44.169,62.9547565573113,15.0000000288634,5538749259.94714,12720.0,37.0452434426887,25229.9995422363,47.95,24.04,Angola,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IBRD,Luanda,13.242,-8.81155,23,1246700.0,AO,1995,,,,,,,,False
AO,1996,14400722.0,45.346,62.8300938477581,13.5443697551026,7526446605.51712,15440.0,37.1699061522419,25389.9993896484,56.15,25.84,Angola,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IBRD,Luanda,13.242,-8.81155,23,1246700.0,AO,1996,,,,,,,,False
AO,1997,14871572.0,46.525,62.7054311382049,7.27427735460373,7648377412.83277,16160.0,37.2945688617951,25690.0005340576,59.62,25.77,Angola,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IBRD,Luanda,13.242,-8.81155,23,1246700.0,AO,1997,,,,,,,,False
AO,1998,15359600.0,47.71,62.5807684286516,4.69114645093552,6506229607.29432,16770.0,37.4192315713484,27889.9993896484,63.72,29.94,Angola,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IBRD,Luanda,13.242,-8.81155,23,1246700.0,AO,1998,,,,,,,,False
AO,1999,15866871.0,48.897,62.4561057190984,2.18148971840458,6152922942.98032,17610.0,37.5438942809016,27090.0001525879,64.12,28.77,Angola,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IBRD,Luanda,13.242,-8.81155,23,1246700.0,AO,1999,,,,,,,,False
AO,2000,16395477.0,50.087,62.3314430095452,3.05462423430785,9129594818.60749,16200.0,37.6685569904548,27079.9999237061,68.72,33.6,Angola,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IBRD,Luanda,13.242,-8.81155,23,1246700.0,AO,2000,,,,,,,,False
AO,2001,16945753.0,51.274,61.8862188176787,4.2059985561951,8936063723.20121,15960.0,38.1137811823213,27090.0001525879,69.99,38.65,Angola,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IBRD,Luanda,13.242,-8.81155,23,1246700.0,AO,2001,,,,,,24.530921052631577,24.8,False
AO,2002,17519418.0,52.461,61.4409946258121,13.6656887608562,15285594828.418,15689.9995803833,38.5590053741879,28610.0006103516,71.91,43.79,Angola,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IBRD,Luanda,13.242,-8.81155,23,1246700.0,AO,2002,,,,,,24.862390670553935,25.6,False
AO,2003,18121477.0,53.645,60.9957704339456,2.99000000000001,17812704825.1957,16760.0002288818,39.0042295660544,30729.9995422363,72.61,47.23,Angola,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IBRD,Luanda,13.242,-8.81155,23,1246700.0,AO,2003,,,,,,25.206435006435004,25.8,False
